treatment,timepoint,Material,description,Family,Family_rep_rel_abund,st_dev_Family_abund
UV,T1,PE,PE_UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
UV,T1,PE,PE_UV_T1, Methylacidiphilaceae,0,0
UV,T1,PE,PE_UV_T1, Anaplasmataceae,0,0
UV,T1,PE,PE_UV_T1, Polyangiaceae,0,0
UV,T1,PE,PE_UV_T1, Scalinduaceae,0,0
UV,T1,PE,PE_UV_T1, Paracaedibacteraceae,0,0
UV,T1,PE,PE_UV_T1, Rhodospirillaceae,0,0
UV,T1,PE,PE_UV_T1, Victivallaceae,0,0
UV,T1,PE,PE_UV_T1, Dermatophilaceae,0,0
UV,T1,PE,PE_UV_T1, Bernardetiaceae,0,0
UV,T1,PE,PE_UV_T1, Clade IV,0,0
UV,T1,PE,PE_UV_T1, bacterium SH4-10,0,0
UV,T1,PE,PE_UV_T1, S25-593,0,0
UV,T1,PE,PE_UV_T1, Arctic95B-14,0,0
UV,T1,PE,PE_UV_T1, Aerococcaceae,0,0
UV,T1,PE,PE_UV_T1, Bacteroidetes BD2-2,0,0
UV,T1,PE,PE_UV_T1, SB-5,0,0
UV,T1,PE,PE_UV_T1, Beggiatoaceae,0,0
UV,T1,PE,PE_UV_T1, Immundisolibacteraceae,0,0
UV,T1,PE,PE_UV_T1, AKYH767,0,0
UV,T1,PE,PE_UV_T1, Thiomicrospiraceae,0,0
UV,T1,PE,PE_UV_T1, Archangiaceae,0,0
UV,T1,PE,PE_UV_T1, Gammaproteobacteria bacterium LSN-49,0,0
UV,T1,PE,PE_UV_T1, Campylobacteraceae,0,0
UV,T1,PE,PE_UV_T1, Chlamydiaceae,0,0
UV,T1,PE,PE_UV_T1, Nakamurellaceae,0,0
UV,T1,PE,PE_UV_T1, Gracilibacteraceae,0,0
UV,T1,PE,PE_UV_T1, Diplorickettsiaceae,0,0
UV,T1,PE,PE_UV_T1, Waddliaceae,0,0
UV,T1,PE,PE_UV_T1, Nitrococcales Incertae Sedis,0,0
UV,T1,PE,PE_UV_T1, Eurycoccales Incertae Sedis,0,0
UV,T1,PE,PE_UV_T1, Parachlamydiaceae,0,0
UV,T1,PE,PE_UV_T1, Clade I,0,0
UV,T1,PE,PE_UV_T1, Streptomycetaceae,0,0
UV,T1,PE,PE_UV_T1, Nitriliruptoraceae,0,0
UV,T1,PE,PE_UV_T1, Leeiaceae,0,0
UV,T1,PE,PE_UV_T1, Endozoicomonadaceae,0,0
UV,T1,PE,PE_UV_T1, 053A03-B-DI-P58,0,0
UV,T1,PE,PE_UV_T1, Acidithiobacillaceae,0,0
UV,T1,PE,PE_UV_T1, MSBL8,0,0
UV,T1,PE,PE_UV_T1, Salinisphaeraceae,0,0
UV,T1,PE,PE_UV_T1, Micropepsaceae,0,0
UV,T1,PE,PE_UV_T1, Methylomonaceae,0,0
UV,T1,PE,PE_UV_T1, Thioglobaceae,0,0
UV,T1,PE,PE_UV_T1, Erysipelotrichaceae,0,0
UV,T1,PE,PE_UV_T1, Micromonosporaceae,0,0
UV,T1,PE,PE_UV_T1, PRD18C08,0,0
UV,T1,PE,PE_UV_T1, Chromobacteriaceae,0,0
UV,T1,PE,PE_UV_T1, Tannerellaceae,0,0
UV,T1,PE,PE_UV_T1, Melioribacteraceae,0,0
UV,T1,PE,PE_UV_T1, Verrucomicrobiaceae,0,0
UV,T1,PE,PE_UV_T1, 67-14,0,0
UV,T1,PE,PE_UV_T1, UBA12411,0,0
UV,T1,PE,PE_UV_T1, Rhodopirillaceae,0,0
UV,T1,PE,PE_UV_T1, Gven-F17,0,0
UV,T1,PE,PE_UV_T1, Ika33,0,0
UV,T1,PE,PE_UV_T1, Geminicoccaceae,0,0
UV,T1,PE,PE_UV_T1, Clostridiaceae,0,0
UV,T1,PE,PE_UV_T1, Kineosporiaceae,0,0
UV,T1,PE,PE_UV_T1, Rhodomicrobiaceae,0,0
UV,T1,PE,PE_UV_T1, Litoricolaceae,0,0
UV,T1,PE,PE_UV_T1, Thermaceae,0,0
UV,T1,PE,PE_UV_T1, Pseudonocardiaceae,0,0
UV,T1,PE,PE_UV_T1, Fibrobacteraceae,0,0
UV,T1,PE,PE_UV_T1, Gloeocapsaceae,0,0
UV,T1,PE,PE_UV_T1, Fodinicurvataceae,0,0
UV,T1,PE,PE_UV_T1, Syntrophobacteraceae,0,0
UV,T1,PE,PE_UV_T1, Phaselicystidaceae,0,0
UV,T1,PE,PE_UV_T1, Deltaproteobacteria bacterium SKP-2,0,0
UV,T1,PE,PE_UV_T1, Sporichthyaceae,0,0
UV,T1,PE,PE_UV_T1, Kaistiaceae,0,0
UV,T1,PE,PE_UV_T1, Acidobacteriaceae (Subgroup 1),0,0
UV,T1,PE,PE_UV_T1, Kordiimonadales Incertae Sedis,0,0
UV,T1,PE,PE_UV_T1, bacterium UW 659-2-F09,0,0
UV,T1,PE,PE_UV_T1, bacterium enrichment culture clone auto222_4W,0,0
UV,T1,PE,PE_UV_T1, Magnetococcaceae,0,0
UV,T1,PE,PE_UV_T1, MWH-CFBk5,0,0
UV,T1,PE,PE_UV_T1, Sva1033,0,0
UV,T1,PE,PE_UV_T1, Isosphaeraceae,0,0
UV,T1,PE,PE_UV_T1, Mycoplasmataceae,0,0
UV,T1,PE,PE_UV_T1, Aeromonas hydrophila subsp. hydrophila,0,0
UV,T1,PE,PE_UV_T1, Solimonadaceae,0,0
UV,T1,PE,PE_UV_T1, gamma proteobacterium enrichment culture clone TT-1470,0,0
UV,T1,PE,PE_UV_T1, Thermosynechococcaceae,0,0
UV,T1,PE,PE_UV_T1, vadinHA21,0,0
UV,T1,PE,PE_UV_T1, Chthoniobacteraceae,0,0
UV,T1,PE,PE_UV_T1, Inquilinaceae,0,0
UV,T1,PE,PE_UV_T1, Aquaspirillaceae,0,0
UV,T1,PE,PE_UV_T1, Neosynechococcaceae,0,0
UV,T1,PE,PE_UV_T1, Arcobacteraceae,0,0
UV,T1,PE,PE_UV_T1, Desulfomicrobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Pseudoalteromonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Synechococcales Incertae Sedis,0,0
UV,T1,Nylon,Nylon_UV_T1, Puniceicoccaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Phycisphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Parvularculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Terasakiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Family X,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodothermaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Hyphomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Microtrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Phormidesmiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Hyphomicrobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bacteriovoracaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Halomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nodosilineaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Balneolaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Alteromonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Schleiferiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, DEV007,0,0
UV,T1,Nylon,Nylon_UV_T1, Cryomorphaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Prolixibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Alcanivoracaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Cyanobacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, NS9 marine group,0,0
UV,T1,Nylon,Nylon_UV_T1, Xenococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, NS7 marine group,0,0
UV,T1,Nylon,Nylon_UV_T1, Cellvibrionaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Crocinitomicaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Micavibrionaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, unidentified marine bacterioplankton,0,0
UV,T1,Nylon,Nylon_UV_T1, Methyloligellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bdellovibrionaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kiloniellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrincolaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bifidobacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Pasteurellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Wohlfahrtiimonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, BD2-7,0,0
UV,T1,Nylon,Nylon_UV_T1, TG3,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrosomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrosococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Ilumatobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Family XIII,0,0
UV,T1,Nylon,Nylon_UV_T1, Veillonellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Leptolyngbyaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Stappiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Sandaracinaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Piscirickettsiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Psychromonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Leuconostocaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Trueperaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Chroococcidiopsaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, AB1,0,0
UV,T1,Nylon,Nylon_UV_T1, PS1 clade,0,0
UV,T1,Nylon,Nylon_UV_T1, Thioalkalispiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Amoebophilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Marinomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Clostridiaceae 1,0,0
UV,T1,Nylon,Nylon_UV_T1, Sedimenticolaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nannocystaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thermoanaerobaculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Lentisphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, mle1-27,0,0
UV,T1,Nylon,Nylon_UV_T1, Colwelliaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kordiimonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Flammeovirgaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Blastocatellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfarculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Prevotellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Fusobacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Leptospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Microcystaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bacteroidaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Sneathiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kangiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Peptostreptococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, SM2D12,0,0
UV,T1,Nylon,Nylon_UV_T1, Nocardioidaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Planococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Spirosomaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Microbulbiferaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Eel-36e1D6,0,0
UV,T1,Nylon,Nylon_UV_T1, Thalassobaculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Leptotrichiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfobulbaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Brevibacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thiotrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Pseudohongiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, bacteriap25,0,0
UV,T1,Nylon,Nylon_UV_T1, Calditrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Marinilabiliaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Devosiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Magnetospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Shewanellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrosopumilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Chromatiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Ectothiorhodospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Rubinisphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfovibrionaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, JG30-KF-AS9,0,0
UV,T1,Nylon,Nylon_UV_T1, 0319-6G20,0,0
UV,T1,Nylon,Nylon_UV_T1, Cellulomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Midichloriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Legionellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Atopobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Hydrogenedensaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Methylophilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Mycobacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Moritellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Marinifilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nostocaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gimesiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, A4b,0,0
UV,T1,Nylon,Nylon_UV_T1, Lentimicrobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Geobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Cyanobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfuromonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Clade II,0,0
UV,T1,Nylon,Nylon_UV_T1, Oceanibaculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Actinomycetaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Hymenobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Roseiflexaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, NS11-12 marine group,0,0
UV,T1,Nylon,Nylon_UV_T1, P3OB-42,0,0
UV,T1,Nylon,Nylon_UV_T1, Coxiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Reyranellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Puniceispirillales Incertae Sedis,0,0
UV,T1,Nylon,Nylon_UV_T1, JG30-KF-CM45,0,0
UV,T1,Nylon,Nylon_UV_T1, Holosporaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Dongiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, AEGEAN-169 marine group,0,0
UV,T1,Nylon,Nylon_UV_T1, Blfdi19,0,0
UV,T1,Nylon,Nylon_UV_T1, P13-46,0,0
UV,T1,Nylon,Nylon_UV_T1, Latescibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Haliangiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gemmataceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Iamiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Lachnospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Limnotrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gemmatimonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Dietziaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Azospirillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Anaerolineaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Rikenellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Solibacteraceae (Subgroup 3),0,0
UV,T1,Nylon,Nylon_UV_T1, Acaryochloridaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Opitutaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Paraspirulinaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodocyclaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Tepidisphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kiritimatiellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, alpha proteobacterium endosymbiont 2 of Inanidrilus makropetalos,0,0
UV,T1,Nylon,Nylon_UV_T1, Porticoccaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Solirubrobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Prochloraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Geodermatophilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Coleofasciculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Methylococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Microscillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Francisellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Spirochaetaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nocardiopsaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bacteroidetes vadinHA17,0,0
UV,T1,Nylon,Nylon_UV_T1, Omnitrophaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Acidaminococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Caedibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, BIrii41,0,0
UV,T1,Nylon,Nylon_UV_T1, Idiomarinaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Cytophagaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nisaeaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Acanthopleuribacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, 37-13,0,0
UV,T1,Nylon,Nylon_UV_T1, Deltaproteobacteria bacterium SMP-3,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodanobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, SS1-B-06-26,0,0
UV,T1,Nylon,Nylon_UV_T1, Sulfurovaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Prochlorotrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, ST-12K33,0,0
UV,T1,Nylon,Nylon_UV_T1, Pedosphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, OCS116 clade,0,0
UV,T1,Nylon,Nylon_UV_T1, Clostridiaceae 4,0,0
UV,T1,Nylon,Nylon_UV_T1, Phormidiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, MB19,0,0
UV,T1,Nylon,Nylon_UV_T1, Christensenellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thiovulaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Parvibaculaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Pleomorphomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
UV,T1,Nylon,Nylon_UV_T1, Methylacidiphilaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Anaplasmataceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Polyangiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Scalinduaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Paracaedibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodospirillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Victivallaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bernardetiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Clade IV,0,0
UV,T1,Nylon,Nylon_UV_T1, bacterium SH4-10,0,0
UV,T1,Nylon,Nylon_UV_T1, S25-593,0,0
UV,T1,Nylon,Nylon_UV_T1, Arctic95B-14,0,0
UV,T1,Nylon,Nylon_UV_T1, Ktedonobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Aerococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Bacteroidetes BD2-2,0,0
UV,T1,Nylon,Nylon_UV_T1, SB-5,0,0
UV,T1,Nylon,Nylon_UV_T1, Beggiatoaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Immundisolibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, AKYH767,0,0
UV,T1,Nylon,Nylon_UV_T1, Thiomicrospiraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Archangiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gammaproteobacteria bacterium LSN-49,0,0
UV,T1,Nylon,Nylon_UV_T1, Campylobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Chlamydiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nakamurellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gracilibacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Diplorickettsiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Waddliaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitrococcales Incertae Sedis,0,0
UV,T1,Nylon,Nylon_UV_T1, Eurycoccales Incertae Sedis,0,0
UV,T1,Nylon,Nylon_UV_T1, Parachlamydiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Clade I,0,0
UV,T1,Nylon,Nylon_UV_T1, Nitriliruptoraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Leeiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Endozoicomonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, 053A03-B-DI-P58,0,0
UV,T1,Nylon,Nylon_UV_T1, Acidithiobacillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, MSBL8,0,0
UV,T1,Nylon,Nylon_UV_T1, Salinisphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Frankiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Micropepsaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Methylomonaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thioglobaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Erysipelotrichaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Micromonosporaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, PRD18C08,0,0
UV,T1,Nylon,Nylon_UV_T1, Chromobacteriaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Tannerellaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Melioribacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Verrucomicrobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, 67-14,0,0
UV,T1,Nylon,Nylon_UV_T1, UBA12411,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodopirillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gven-F17,0,0
UV,T1,Nylon,Nylon_UV_T1, Ika33,0,0
UV,T1,Nylon,Nylon_UV_T1, Acidiferrobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Geminicoccaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Clostridiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kineosporiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Rhodomicrobiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Litoricolaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thermoactinomycetaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Thermaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Pseudonocardiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Fibrobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Gloeocapsaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Fodinicurvataceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Syntrophobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Phaselicystidaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Deltaproteobacteria bacterium SKP-2,0,0
UV,T1,Nylon,Nylon_UV_T1, Sporichthyaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Kaistiaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Acidobacteriaceae (Subgroup 1),0,0
UV,T1,Nylon,Nylon_UV_T1, Kordiimonadales Incertae Sedis,0,0
UV,T1,Nylon,Nylon_UV_T1, bacterium UW 659-2-F09,0,0
UV,T1,Nylon,Nylon_UV_T1, bacterium enrichment culture clone auto222_4W,0,0
UV,T1,Nylon,Nylon_UV_T1, Magnetococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, MWH-CFBk5,0,0
UV,T1,Nylon,Nylon_UV_T1, Sva1033,0,0
UV,T1,Nylon,Nylon_UV_T1, Isosphaeraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Mycoplasmataceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Aeromonas hydrophila subsp. hydrophila,0,0
UV,T1,Nylon,Nylon_UV_T1, Solimonadaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, gamma proteobacterium enrichment culture clone TT-1470,0,0
UV,T1,Nylon,Nylon_UV_T1, Thermosynechococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, vadinHA21,0,0
UV,T1,Nylon,Nylon_UV_T1, Chthoniobacteraceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Inquilinaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Aquaspirillaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Neosynechococcaceae,0,0
UV,T1,Nylon,Nylon_UV_T1, Desulfomicrobiaceae,0,0
no UV,T1,PET,PET_no UV_T1, Synechococcales Incertae Sedis,0,0
no UV,T1,PET,PET_no UV_T1, Puniceicoccaceae,0,0
no UV,T1,PET,PET_no UV_T1, Desulfobacteraceae,0,0
no UV,T1,PET,PET_no UV_T1, Parvularculaceae,0,0
no UV,T1,PET,PET_no UV_T1, Family X,0,0
no UV,T1,PET,PET_no UV_T1, Rhodothermaceae,0,0
no UV,T1,PET,PET_no UV_T1, Microtrichaceae,0,0
no UV,T1,PET,PET_no UV_T1, Phormidesmiaceae,0,0
no UV,T1,PET,PET_no UV_T1, Nodosilineaceae,0,0
no UV,T1,PET,PET_no UV_T1, Balneolaceae,0,0
no UV,T1,PET,PET_no UV_T1, DEV007,0,0
no UV,T1,PET,PET_no UV_T1, Prolixibacteraceae,0,0
no UV,T1,PET,PET_no UV_T1, Alcanivoracaceae,0,0
no UV,T1,PET,PET_no UV_T1, Pirellulaceae,0,0
no UV,T1,PET,PET_no UV_T1, Rubritaleaceae,0,0
no UV,T1,PET,PET_no UV_T1, Cyanobacteriaceae,0,0
no UV,T1,PET,PET_no UV_T1, NS9 marine group,0,0
no UV,T1,PET,PET_no UV_T1, Xenococcaceae,0,0
no UV,T1,PET,PET_no UV_T1, Saccharospirillaceae,0,0
no UV,T1,PET,PET_no UV_T1, Cellvibrionaceae,0,0
no UV,T1,PET,PET_no UV_T1, Crocinitomicaceae,0,0
