treatment,timepoint,Material,description,Genus,Genus_rep_rel_abund,st_dev_Genus_abund
UV,T1,PP,PP_UV_T1, KCM-B-112,0,0
UV,T1,PP,PP_UV_T1, Bowmanella,0,0
UV,T1,PP,PP_UV_T1, Bilophila,0,0
UV,T1,PP,PP_UV_T1, Luethyella,0,0
UV,T1,PP,PP_UV_T1, Acidipropionibacterium,0,0
UV,T1,PP,PP_UV_T1, JGI 0001001-H03,0,0
UV,T1,PP,PP_UV_T1, Plantibacter,0,0
UV,T1,PP,PP_UV_T1, Candidatus Zinderia,0,0
UV,T1,PP,PP_UV_T1, Dolosigranulum,0,0
UV,T1,PP,PP_UV_T1, Frederiksenia,0,0
UV,T1,PP,PP_UV_T1, Viridibacillus,0,0
UV,T1,PP,PP_UV_T1, Roseisalinus,0,0
UV,T1,PP,PP_UV_T1, Salinisphaera,0,0
UV,T1,PP,PP_UV_T1, Neptunitalea,0,0
UV,T1,PP,PP_UV_T1, Jatrophihabitans,0,0
UV,T1,PP,PP_UV_T1, Aestuariihabitans,0,0
UV,T1,PP,PP_UV_T1, Lautropia,0,0
UV,T1,PP,PP_UV_T1, Clade Ib,0,0
UV,T1,PP,PP_UV_T1, Ornithobacterium,0,0
UV,T1,PP,PP_UV_T1, Corallibacter,0,0
UV,T1,PP,PP_UV_T1, Acidiphilium,0,0
UV,T1,PP,PP_UV_T1, Niveispirillum,0,0
UV,T1,PP,PP_UV_T1, Coriobacteriaceae UCG-002,0,0
UV,T1,PP,PP_UV_T1, Methylomicrobium,0,0
UV,T1,PP,PP_UV_T1, Fulvibacter,0,0
UV,T1,PP,PP_UV_T1, Litorimicrobium,0,0
UV,T1,PP,PP_UV_T1, Fulvitalea,0,0
UV,T1,PP,PP_UV_T1, Hasllibacter,0,0
UV,T1,PP,PP_UV_T1, Gulosibacter,0,0
UV,T1,PP,PP_UV_T1, SUP05 cluster,0,0
UV,T1,PP,PP_UV_T1, Cloacibacterium,0,0
UV,T1,PP,PP_UV_T1, Aeromicrobium,0,0
UV,T1,PP,PP_UV_T1, Psychrilyobacter,0,0
UV,T1,PP,PP_UV_T1, Inmirania,0,0
UV,T1,PP,PP_UV_T1, Cellvibrio,0,0
UV,T1,PP,PP_UV_T1, Cyanobium PCC-6307,0,0
UV,T1,PP,PP_UV_T1, [Anaerorhabdus] furcosa group,0,0
UV,T1,PP,PP_UV_T1, Parvimonas,0,0
UV,T1,PP,PP_UV_T1, Asanoa,0,0
UV,T1,PP,PP_UV_T1, Intrasporangium,0,0
UV,T1,PP,PP_UV_T1, Acetobacter,0,0
UV,T1,PP,PP_UV_T1, Cellulosilyticum,0,0
UV,T1,PP,PP_UV_T1, Neiella,0,0
UV,T1,PP,PP_UV_T1, Vogesella,0,0
UV,T1,PP,PP_UV_T1, Luteimonas,0,0
UV,T1,PP,PP_UV_T1, Zooshikella,0,0
UV,T1,PP,PP_UV_T1, Rapidithrix,0,0
UV,T1,PP,PP_UV_T1, Qipengyuania,0,0
UV,T1,PP,PP_UV_T1, Aliagarivorans,0,0
UV,T1,PP,PP_UV_T1, Macellibacteroides,0,0
UV,T1,PP,PP_UV_T1, Rubellimicrobium,0,0
UV,T1,PP,PP_UV_T1, Eionea,0,0
UV,T1,PP,PP_UV_T1, Lachnospiraceae UCG-008,0,0
UV,T1,PP,PP_UV_T1, Aestuariicella,0,0
UV,T1,PP,PP_UV_T1, Oceaniserpentilla,0,0
UV,T1,PP,PP_UV_T1, Limnohabitans,0,0
UV,T1,PP,PP_UV_T1, Pseudomaricurvus,0,0
UV,T1,PP,PP_UV_T1, IheB3-7,0,0
UV,T1,PP,PP_UV_T1, Profundimonas,0,0
UV,T1,PP,PP_UV_T1, Candidatus Nucleicultrix,0,0
UV,T1,PP,PP_UV_T1, Insolitispirillum,0,0
UV,T1,PP,PP_UV_T1, Terrisporobacter,0,0
UV,T1,PP,PP_UV_T1, Primorskyibacter,0,0
UV,T1,PP,PP_UV_T1, Taeseokella,0,0
UV,T1,PP,PP_UV_T1, Aurantiacicella,0,0
UV,T1,PP,PP_UV_T1, Oceanibulbus,0,0
UV,T1,PP,PP_UV_T1, Nesterenkonia,0,0
UV,T1,PP,PP_UV_T1, Roseibium,0,0
UV,T1,PP,PP_UV_T1, Solibacillus,0,0
UV,T1,PP,PP_UV_T1, Cereibacter,0,0
UV,T1,PP,PP_UV_T1, Yangia,0,0
UV,T1,PP,PP_UV_T1, Verrucomicrobium,0,0
UV,T1,PP,PP_UV_T1, Marinospirillum,0,0
UV,T1,PP,PP_UV_T1, Christensenellaceae R-7 group,0,0
UV,T1,PP,PP_UV_T1, Bermanella,0,0
UV,T1,PP,PP_UV_T1, Lampropedia,0,0
UV,T1,PP,PP_UV_T1, Defluviicoccus,0,0
UV,T1,PP,PP_UV_T1, AqS1,0,0
UV,T1,PP,PP_UV_T1, Desulfofustis,0,0
UV,T1,PP,PP_UV_T1, Halodurantibacterium,0,0
UV,T1,PP,PP_UV_T1, Megasphaera,0,0
UV,T1,PP,PP_UV_T1, Arenibacter,0,0
UV,T1,PP,PP_UV_T1, Aureibacter,0,0
UV,T1,PP,PP_UV_T1, Brachymonas,0,0
UV,T1,PP,PP_UV_T1, dgA-11 gut group,0,0
UV,T1,PP,PP_UV_T1, Candidatus Alysiosphaera,0,0
UV,T1,PP,PP_UV_T1, Anaeromicrobium,0,0
UV,T1,PP,PP_UV_T1, Amphritea,0,0
UV,T1,PP,PP_UV_T1, Kineococcus,0,0
UV,T1,PP,PP_UV_T1, Dermatophilus,0,0
UV,T1,PP,PP_UV_T1, Rhodanobacter,0,0
UV,T1,PP,PP_UV_T1, Pseudanabaena NgrPSln22,0,0
UV,T1,PP,PP_UV_T1, Subdoligranulum,0,0
UV,T1,PP,PP_UV_T1, Hyphobacterium,0,0
UV,T1,PP,PP_UV_T1, Annamia HOs24,0,0
UV,T1,PP,PP_UV_T1, Zunongwangia,0,0
UV,T1,PP,PP_UV_T1, Nibribacter,0,0
UV,T1,PP,PP_UV_T1, Orientia,0,0
UV,T1,PP,PP_UV_T1, Rhodomicrobium,0,0
UV,T1,PP,PP_UV_T1, Youhaiella,0,0
UV,T1,PP,PP_UV_T1, Amnibacterium,0,0
UV,T1,PP,PP_UV_T1, Pontibacter,0,0
UV,T1,PP,PP_UV_T1, Falsochrobactrum,0,0
UV,T1,PP,PP_UV_T1, Marimicrobium,0,0
UV,T1,PP,PP_UV_T1, Candidatus Soleaferrea,0,0
UV,T1,PP,PP_UV_T1, Ruminococcaceae UCG-005,0,0
UV,T1,PP,PP_UV_T1, Tagaea,0,0
UV,T1,PP,PP_UV_T1, Yersinia,0,0
UV,T1,PP,PP_UV_T1, Kamptonema PCC-6407,0,0
UV,T1,PP,PP_UV_T1, Mangrovimonas,0,0
UV,T1,PP,PP_UV_T1, Catenovulum,0,0
UV,T1,PP,PP_UV_T1, Litoricola,0,0
UV,T1,PP,PP_UV_T1, Laceyella,0,0
UV,T1,PP,PP_UV_T1, Raoultella,0,0
UV,T1,PP,PP_UV_T1, Saccharophagus,0,0
UV,T1,PP,PP_UV_T1, Marivirga,0,0
UV,T1,PP,PP_UV_T1, alpha proteobacterium SCGC AAA536-K22,0,0
UV,T1,PP,PP_UV_T1, Cyanobacterium CLg1,0,0
UV,T1,PP,PP_UV_T1, Thermus,0,0
UV,T1,PP,PP_UV_T1, Desulfotalea,0,0
UV,T1,PP,PP_UV_T1, Saccharopolyspora,0,0
UV,T1,PP,PP_UV_T1, JL-ETNP-F27,0,0
UV,T1,PP,PP_UV_T1, Citrobacter,0,0
UV,T1,PP,PP_UV_T1, Leptolyngbya ANT.L67.1,0,0
UV,T1,PP,PP_UV_T1, Gleocapsa,0,0
UV,T1,PP,PP_UV_T1, Aerosphaera,0,0
UV,T1,PP,PP_UV_T1, Salegentibacter sp. PR54-18,0,0
UV,T1,PP,PP_UV_T1, Phaselicystis,0,0
UV,T1,PP,PP_UV_T1, Chamaesiphon PCC-7430,0,0
UV,T1,PP,PP_UV_T1, Deltaproteobacteria bacterium SKP-2,0,0
UV,T1,PP,PP_UV_T1, Motiliproteus,0,0
UV,T1,PP,PP_UV_T1, [Eubacterium] fissicatena group,0,0
UV,T1,PP,PP_UV_T1, Bernardetia,0,0
UV,T1,PP,PP_UV_T1, Methylohalomonas,0,0
UV,T1,PP,PP_UV_T1, Treponema 2,0,0
UV,T1,PP,PP_UV_T1, Kaistia,0,0
UV,T1,PP,PP_UV_T1, Rhodobium,0,0
UV,T1,PP,PP_UV_T1, Sorangiineae bacterium NIC37A_2,0,0
UV,T1,PP,PP_UV_T1, Calothrix KVSF5,0,0
UV,T1,PP,PP_UV_T1, Halobacillus,0,0
UV,T1,PP,PP_UV_T1, Candidatus Neoehrlichia sp. HT_IT_4,0,0
UV,T1,PP,PP_UV_T1, Aridibacter,0,0
UV,T1,PP,PP_UV_T1, Homoserinibacter,0,0
UV,T1,PP,PP_UV_T1, Luteitalea,0,0
UV,T1,PP,PP_UV_T1, Salinibacter,0,0
UV,T1,PP,PP_UV_T1, Salinibacterium,0,0
UV,T1,PP,PP_UV_T1, Pseudopelagicola,0,0
UV,T1,PP,PP_UV_T1, Gilvimarinus,0,0
UV,T1,PP,PP_UV_T1, Marinifilum,0,0
UV,T1,PP,PP_UV_T1, Leeuwenhoekiella,0,0
UV,T1,PP,PP_UV_T1, Bryocella,0,0
UV,T1,PP,PP_UV_T1, Sporichthya,0,0
UV,T1,PP,PP_UV_T1, Candidatus Cryptoprodotis,0,0
UV,T1,PP,PP_UV_T1, Nisaea,0,0
UV,T1,PP,PP_UV_T1, Schlegelella,0,0
UV,T1,PP,PP_UV_T1, Eilatimonas,0,0
UV,T1,PP,PP_UV_T1, bacterium UW 659-2-F09,0,0
UV,T1,PP,PP_UV_T1, Desulfurivibrio,0,0
UV,T1,PP,PP_UV_T1, Frondibacter,0,0
UV,T1,PP,PP_UV_T1, Sediminicola,0,0
UV,T1,PP,PP_UV_T1, Pseudohoeflea,0,0
UV,T1,PP,PP_UV_T1, Curtobacterium,0,0
UV,T1,PP,PP_UV_T1, Flavivirga,0,0
UV,T1,PP,PP_UV_T1, Pleomorphomonas,0,0
UV,T1,PP,PP_UV_T1, bacterium enrichment culture clone auto222_4W,0,0
UV,T1,PP,PP_UV_T1, Clostridium sensu stricto 13,0,0
UV,T1,PP,PP_UV_T1, Catenococcus,0,0
UV,T1,PP,PP_UV_T1, Z-35,0,0
UV,T1,PP,PP_UV_T1, Magnetococcus,0,0
UV,T1,PP,PP_UV_T1, Negativicoccus,0,0
UV,T1,PP,PP_UV_T1, Phocoenobacter,0,0
UV,T1,PP,PP_UV_T1, Chelativorans,0,0
UV,T1,PP,PP_UV_T1, Pseudobacteriovorax,0,0
UV,T1,PP,PP_UV_T1, Anaerolineaceae UCG-001,0,0
UV,T1,PP,PP_UV_T1, Wandonia,0,0
UV,T1,PP,PP_UV_T1, [Clostridium] innocuum group,0,0
UV,T1,PP,PP_UV_T1, Candidatus Bacilloplasma,0,0
UV,T1,PP,PP_UV_T1, Simiduia,0,0
UV,T1,PP,PP_UV_T1, Sulfurifustis,0,0
UV,T1,PP,PP_UV_T1, Thiohalobacter,0,0
UV,T1,PP,PP_UV_T1, Teredinibacter,0,0
UV,T1,PP,PP_UV_T1, Aeromonas hydrophila subsp. hydrophila,0,0
UV,T1,PP,PP_UV_T1, cf. Cytophaga sp. MGP-3,0,0
UV,T1,PP,PP_UV_T1, Nubsella,0,0
UV,T1,PP,PP_UV_T1, Candidatus Cryptoplasma,0,0
UV,T1,PP,PP_UV_T1, Arsenicitalea,0,0
UV,T1,PP,PP_UV_T1, Oceanococcus,0,0
UV,T1,PP,PP_UV_T1, Stigonema SAG 48.90,0,0
UV,T1,PP,PP_UV_T1, Diaphorobacter,0,0
UV,T1,PP,PP_UV_T1, Rubrivivax,0,0
UV,T1,PP,PP_UV_T1, Erysipelotrichaceae UCG-003,0,0
UV,T1,PP,PP_UV_T1, Globicatella,0,0
UV,T1,PP,PP_UV_T1, Inhella,0,0
UV,T1,PP,PP_UV_T1, Zobellia,0,0
UV,T1,PP,PP_UV_T1, Clostridium sensu stricto 11,0,0
UV,T1,PP,PP_UV_T1, Agrococcus,0,0
UV,T1,PP,PP_UV_T1, Meridianimaribacter,0,0
UV,T1,PP,PP_UV_T1, Turicibacter,0,0
UV,T1,PP,PP_UV_T1, gamma proteobacterium enrichment culture clone TT-1470,0,0
UV,T1,PP,PP_UV_T1, Gemmatirosa,0,0
UV,T1,PP,PP_UV_T1, Enteractinococcus,0,0
UV,T1,PP,PP_UV_T1, Aestuariivivens,0,0
UV,T1,PP,PP_UV_T1, Profundibacterium,0,0
UV,T1,PP,PP_UV_T1, 3PJM14,0,0
UV,T1,PP,PP_UV_T1, Chthonobacter,0,0
UV,T1,PP,PP_UV_T1, Chthoniobacter,0,0
UV,T1,PP,PP_UV_T1, Inquilinus,0,0
UV,T1,PP,PP_UV_T1, Crossiella,0,0
UV,T1,PP,PP_UV_T1, Varibaculum,0,0
UV,T1,PP,PP_UV_T1, Rubinisphaera,0,0
UV,T1,PP,PP_UV_T1, Roseimaritima,0,0
UV,T1,PP,PP_UV_T1, Imperialibacter,0,0
UV,T1,PP,PP_UV_T1, Microlunatus,0,0
UV,T1,PP,PP_UV_T1, Paeniclostridium,0,0
UV,T1,PP,PP_UV_T1, Aquaspirillum,0,0
UV,T1,PP,PP_UV_T1, Vitellibacter,0,0
UV,T1,PP,PP_UV_T1, Neosynechococcus,0,0
UV,T1,PP,PP_UV_T1, Anaerovorax,0,0
UV,T1,PP,PP_UV_T1, Pannonibacter,0,0
UV,T1,PP,PP_UV_T1, Ectothiorhodospira,0,0
UV,T1,PP,PP_UV_T1, Blastomonas,0,0
UV,T1,PP,PP_UV_T1, Peptoclostridium,0,0
UV,T1,PP,PP_UV_T1, Yeosuana,0,0
UV,T1,PP,PP_UV_T1, Geobacter,0,0
UV,T1,PP,PP_UV_T1, Dermabacter,0,0
UV,T1,PP,PP_UV_T1, Pseudonocardia,0,0
UV,T1,PP,PP_UV_T1, wb1-P19,0,0
UV,T1,PP,PP_UV_T1, Flaviramulus sp. KLE1226,0,0
UV,T1,PP,PP_UV_T1, Rickettsia,0,0
UV,T1,PP,PP_UV_T1, Arcobacter,0,0
UV,T1,PP,PP_UV_T1, Desulfomicrobium,0,0
UV,T1,PP,PP_UV_T1, MSBL3,0,0
UV,T1,PP,PP_UV_T1, Candidatus Puniceispirillum,0,0
UV,T1,PP,PP_UV_T1, Odoribacter,0,0
UV,T1,PP,PP_UV_T1, Algibacter,0,0
UV,T1,PP,PP_UV_T1, Paradevosia,0,0
UV,T1,PP,PP_UV_T1, Williamsia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoalteromonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Erythrobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Schizothrix LEGE 07164,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lentimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfosarcina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Urania-1B-19 marine sediment group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gilvibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aureicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thermicanus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aurantivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Porphyrobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudahrensia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Muricauda,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fretibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sva0996 marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dinoroseobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Filomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Arcticiflavibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halomicronema TFEP1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Henriciella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Balneola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aestuariibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Schleiferia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dokdonia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, OM60(NOR5) clade,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseimarinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Jannaschia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicaulis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alcanivorax,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Blastopirellula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Planktotalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Symphothece PCC-7002,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pleurocapsa PCC-7319,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parahaliea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Eudoraea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saprospira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Algimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oleibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brachybacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Portibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Croceitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyphomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Peredibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Microbacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseateles,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Agaribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brochothrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marivita,0,0
no UV,T1,Nylon,Nylon_no UV_T1, unidentified marine bacterioplankton,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Terasakiispira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Reichenbachiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halioglobus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribius,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Xenococcus PCC-7305,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Actinobacillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquimarina sp. NS08,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceaniovalibus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinihabitans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ignatzschineria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, mle1-7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cm1-21,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoxanthomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingorhabdus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cerasicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spongiibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Albimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, NS10 marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinirepens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lewinella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tistlia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, HIMB11,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Robiginitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Labrenzia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, NS4 marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychroflexus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aureitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Celeribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Altererythrobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Endoecteinascidia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ulvibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phaeodactylibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Catellicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bythopirellula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Agarivorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leisingera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseovarius,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maricaulis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Photobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Janibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Agromyces,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Truepera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Coraliomargarita,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phormidesmis ANT.LACV5.1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fulvivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Crinalium SAG 22.89,0,0
no UV,T1,Nylon,Nylon_no UV_T1, [Polaribacter] huanghezhanensis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Woeseia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Membranicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marixanthomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Buttiauxella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kytococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cribrihabitans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halovulum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thioprofundum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mesoflavibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paenochrobactrum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Planktomarina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acrophormium PCC-7375,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Clostridium sensu stricto 1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodopirellula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya PCC-6406,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseicitreum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Zeaxanthinibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ochrobactrum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseinatronobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Formosa,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Subgroup 10,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lentisphaera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nonlabens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, OM27 clade,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassotalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Litorimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ketogulonicigenium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kordiimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Faecalibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Chroococcidiopsis PCC-6712,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tateyamaria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halobacteriovorax,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya LEGE-06070,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ferruginibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquimarina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Actibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfatiglans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquamicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cetobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptospira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychrobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sandaracinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Synechocystis PCC-6803,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lactobacillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bacteroides,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinovum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aeromonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ponticoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sediminitomix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, AT-s3-44,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aliikangiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maritimibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phyllobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Crocinitomix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Reinekea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Porphyromonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Defluviimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Proteiniphilum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paraglaciecola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aequorivita,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Litorivivens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parasphingopyxis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amphiplicatus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spirosoma,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ilumatobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, B2706-C7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nautella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Microbulbifer,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sva0081 sediment group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Microvirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassobaculum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pir4 lineage,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulforhopalus,0,0
